full_text,sentimen,detokenize_text
@Nofa_27R @ferrykoto @msaid_didu Maksudnya udah di dukung rakyat itu...IKN sudah di setujui DPR dan ada undang-undang....yg dimaksud rakyat disitu adalah DPR bukan perorangan kalo satu persatu rakyat Indonesia dimintain persetujuannya...sampe lebaran kuda,Negatif,maksud dukung rakyat ikn tuju dpr undang undang maksud rakyat situ dpr orang rakyat indonesia dimintain tuju lebaran kuda
Saya percaya bahwa pembangunan IKN akan jalan terus dan tidak mangkrak. Investor lokal dan asing sdh masuk dan kerjakan proyeknya masing². Hanya saja anggaran utk IKN utk th 2025 katanya cuma 154 milyar? semoga infonya salah dan bisa trs ngebut.. https://t.co/pYrdGFHFnQ,Positif,percaya bangun ikn jalan mangkrak investor lokal asing masuk kerja proyek anggar ikn milyar moga info salah ngebut
@princesstayuya @elisa_jkt @ikn_id Waktu aku mau daftarin mertua buat kunjungan kesana. Emang di aplikasinya rencananya mungkin akan berbayar Tapi gatau yaa. Pas kemarin mau daftarin muncul Rp. 0 gituuu Terus ada tempat kode voucher gatau buat apa https:/,Positif,daftarin mertua kunjung kesana aplikasi rencana bayar gatau pas kemarin daftarin muncul gituuu kode voucher gatau
@ilhamnoor90 @aniesbaswedan @denismalhotra @DokterTifa @JhonSitorus_18 @pandji @realfedinuril Hutang negara prestasi ya bayar pajak membeban buat masyarakat hukum di Indonesia ambu4 adur prestasi ya ikn bakal mngkrak prestasi ya eh mlah nyalahin rakyat ca,Negatif,hutang negara prestasi bayar pajak beban masyarakat hukum indonesia ambu adur prestasi ikn mngkrak prestasi mlah nyalahin rakyat
@Samudra_Biru90 @elisa_jkt @ikn_id Jangan2 mau dijadiin Jurassic Park resort?,Negatif,dijadiin jurassic park resort
@txtdarialwy Champions IKN,Positif,champions ikn
@TeddGus Bang kalo misalnya kelak ketika sudah dilantik Prabowo tidak berkantor di IKN itu gimana? Sementara belakangan pak Jokowi sudah memulai untuk berkantor disana,Positif,bang kelak lantik prabowo kantor ikn gimana jokowi kantor
@StefanAntonio__ @gibran_tweet @kaesangp Bisnis itu justru tempat cuci uang sama kaya IKN. Ga banyak yg paham,Negatif,bisnis cuci uang kaya ikn paham
Menurut gua sih cara mempermalukan Jokowawa ya dengan tidak melanjutkan IKN,Negatif,malu jokowawa ikn
@LambeResing Ini org memang tergila2 dgn simbolisasi. Peresmian penyerahan piala jalan di catwalk ikn sambil dadah2 show off kesederhanaan.... apayah..gaya politik bangke tebar pesona.,Negatif,orang gila simbol resmi serah piala jalan catwalk ikn dadah show off sederhana apayah gaya politik bangke tebar pesona
@BangPino__ @feriamsari Izin bertanya prof Dimanakah provinsi Daerah Khusus Ibukota Jakarta yang dimaksud oleh pasal 39 UU IKN karena menurut UU DKJ pasal 5 bahwa provinsi yang disebutkan diatas tersebut sudah 100% masuk ke dalam batas-batas wilayah Daera,Positif,izin prof provinsi daerah khusus ibukota jakarta maksud pasal ikn dkj pasal provinsi masuk batas batas wilayah daera
@DoankWarto Presiden Jokowi: Pembangunan IKN Nusantara Transformasi Menuju Indonesia Maju. IKN Nusantara akan menunjukkan kebesaran bangsa Indonesia dan mencerminkan identitas nasional. Indentitas apa akan nampak dikemudian hari?? https://t.co/16YcPBttyj.,Positif,presiden jokowi bangun ikn nusantara transformasi tuju indonesia maju ikn nusantara bangsa indonesia cermin identitas nasional indentitas nampak kemudi
@Lembayung071 Kalo ikn sekarang bukan ibukota ya gak berhak dapet anggaran dan kepala otorita yg berhak dapet anggaran itu kota yg resmi. aneh bener uu ikn sama dkj,Negatif,ikn ibukota hak dapet anggar kepala otorita hak dapet anggar kota resmi aneh bener ikn dkj
@ReflyHZ Izin tanya prof Dimanakah provinsi Daerah Khusus Ibukota Jakarta yang dimaksud oleh pasal 39 UU IKN karena menurut UU DKJ pasal 5 bahwa provinsi yang disebutkan diatas tersebut sudah 100% masuk ke dalam batas-batas wilayah Daerah Khusus Jakarta s,Negatif,izin prof provinsi daerah khusus ibukota jakarta maksud pasal ikn dkj pasal provinsi masuk batas batas wilayah daerah khusus jakarta
@elisa_jkt @ikn_id Kata gua apa. Semua proyek mulyono gak ada harga dirinya samsek. Buat postingan gini aja captionnya gak bangett sok asik tapi jatuhnya malah ngedown grade nilai itu,Negatif,proyek mulyono harga samsek postingan gin captionnya bangett sok asik jatuh ngedown grade nilai
@TeddGus Kalo ikn nusantara bukan ibukota ya gak berhak dapet anggaran dan ada kepala otorita. Aneh banget ini undang ² ikn sama dkj.,Negatif,ikn nusantara ibukota hak dapet anggar kepala otorita aneh undang ikn dkj
Ikn kepanjangannya ikentot,Negatif,ikn ikentot
Dimanakah provinsi Daerah Khusus Ibukota Jakarta yang dimaksud oleh pasal 39 UU IKN karena menurut UU DKJ pasal 5 bahwa provinsi yang disebutkan diatas tersebut sudah 100% masuk ke dalam batas-batas wilayah Daerah Khusus Jakarta sehingga menurut Undang Undang ini saat ini https://t.co/05pWEOBciF,Negatif,provinsi daerah khusus ibukota jakarta maksud pasal ikn dkj pasal provinsi masuk batas batas wilayah daerah khusus jakarta undang undang
@araawfn Ah katanya usogi ga suka kak ke ikn. Takut ketemu oknum titttt *disensor demi kenyamanan warga*.,Negatif,usogi suka kak ikn takut ketemu oknum titttt sensor nyaman warga
@LambeResing loh jarene ngantor nang IKN ancen paten lambene,Negatif,jarene ngantor nang ikn ancen paten lambene
IKN Pasti Mangkrak https://t.co/pkhTDDHcWl,Negatif,ikn mangkrak
Dis! Bahkan urusan pekerja tidak jadi kurikulum di SMK atau Perguruan Tinggi. Seolah output pendidikan kita: seorang layak jadi roda gigi industri. Tapi apa negara mau ngurusin hal ini? Enggak. Mending ngurus pembenaran IKN dan makan siang gratis. Buruh bodoh idaman negara.,Negatif,dis urus kerja kurikulum smk guru olah output didik orang layak roda gigi industri negara ngurusin mending ngurus ikn makan siang gratis buruh bodoh idam negara
Woii Mulyono udah sadar lu klo kekuasaan lu cuma sementara? Skrg udah mau lengser lu ngomong Rakyat yg mau IKN. Rakyat Indonesia juga udah paham itu awal mula IKN atas ambisi nya siapah! #adilijokowi https://t.co/DrJmolk9SF,Negatif,woii mulyono sadar kuasa lengser ngomong rakyat ikn rakyat indonesia paham ikn ambisi nya siapah adilijokowi
@Putri_Aalona @DPR_RI Kalo IKN itu apa..kok gak mirip garuda,Negatif,ikn garuda
@TeddGus Ibukota pindah TAPI BERTAHAP?.tanya yg bikin undang undang KEBLINGER atau habis MINUM KHAMR? Yakin IKN jadi? Insya Allah Tuhan itu maha SEGALANYA.,Negatif,ibukota pindah tahap bikin undang undang keblinger habis minum khamr ikn insya allah tuhan maha
@tempodotco Dipermudah dengan bangun IKN luasan nya setengah jakarta maksimal 3/4 jakarta fokus pada fungsi sebagai ibukota saja.. Dengan anggaran maksimal 150 triliun,Positif,mudah bangun ikn luas nya jakarta maksimal jakarta fokus fungsi ibukota anggar maksimal triliun
Ape nih??? Singgasana IKN cabang jepang?,Negatif,ape singgasana ikn cabang jepang
@tham878 Datang ke IKn juga sponsor Indonesia pake lagi duit rakyat Emang mereka g mikirin itu tanah disana itu jelek,Negatif,ikn sponsor indonesia pake duit rakyat mikirin tanah jelek
Bagus Sugiarta Harapkan Pemuda Kaltim Siap Bersaing di Era IKN - https://t.co/IMIjhchY07 https://t.co/8N9KlRK9u4,Positif,bagus sugiarta harap pemuda kaltim saing era ikn
Bosan dengan berita stategi marketing IKN seperti ini. Mereka berpikir membangun ibu kota negara sama dengan membangun sebuah kompleks perumahan.,Negatif,bosan berita stategi marketing ikn pikir bangun kota negara bangun buah kompleks rumah
Otorita IKN Klaim Progres Pembangunan Kompleks Istana Presiden Sudah 95 Persen https://t.co/oUR5fdxYH0,Positif,otorita ikn klaim progres bangun kompleks istana presiden persen
@KompasTV Arti dari korupsinitu apa ...? Klo ngerugiin negara doang wah banyak yg lain impor beras food estate kereta cepat ikn minyak dll. Wah kejagung salah sasaran nih.,Negatif,arti korupsinitu ngerugiin negara impor beras food estate kereta cepat ikn minyak jagung salah sasar
[News] Forum Bersama IKN (Forsa IKN) telah mengundang para blogger dan jurnalis independen untuk menyaksikan langsung perkembangan IKN. Ada yang diundang ?,Negatif,news forum ikn forsa ikn undang blogger jurnalis independen saksi langsung kembang ikn undang
@alisyarief Pindah dong lu ke IKN...buat rumah disono ..,Negatif,pindah ikn rumah sono
Kasus baru ?? IKN ya pak DPRRI.???,Negatif,ikn dprri
Pesanan. Kl mau proses hukum jgn pilih. Kl mau kerja serius ada dana haji ada food estate ada pembangunan infrastruktur yg bnyk itu tp ngak manfaat IKN dll msh bnyk lg kl serius berantas korupsi.,Negatif,pesan proses hukum pilih kerja serius dana haji food estate bangun infrastruktur ngak manfaat ikn serius berantas korupsi
@Metro_TV Ohhhh mo bahas IKN peninggalan Mulyono,Negatif,ohhhh bahas ikn tinggal mulyono
@alisyarief Forum bersama IKN. Wek wek wek...,Negatif,forum ikn wek wek wek
@PNS_Ababil Apakabar bangun IKN di tempat jin buang anak terus ga jd pindah lg.. itu rugi ratusan T harusnya di gantung sih,Negatif,apakabar bangun ikn jin buang anak pindah rugi ratus triliun gantung
@JhonSitorus_18 Yang bangun IKN rugiin negara ratusan trilyun harusnya digantung dong,Negatif,bangun ikn rugiin negara ratus trilyun gantung
@Tan_Mar3M Klo IKN negara untung apa rugi?,Negatif,ikn negara untung rugi
@AnKiiim_ Termasuk kalau IKN gagal mulyono juga harus ditahan sih!,Negatif,masuk ikn gagal mulyono tahan
@BosPurwa Dahlah usut aja itu IKN. Udah pasti ngerugiin masyarakat. Seret semua pejabat.,Negatif,dah usut ikn ngerugiin masyarakat seret jabat
@yowrneeds @Cilorconnoistre IKN yang terlupakan! Kasus nikel 300T denda 5rebu penjara 2th. Kasus gerombolan cina ngerampok emas Kalimantan dihukum ringan kasus tambang keluarga Cemara dll.,Negatif,ikn lupa nikel triliun denda rebu penjara gerombol cina ngerampok emas kalimantan hukum ringan tambang keluarga cemara
@AndreIrwanto92 @StefanAntonio__ Klu belum ke ikn ga perlu bacot. Ikn masih berlanjut tidak mangkrak,Positif,klu ikn bacot ikn mangkrak
@Heraloebss IKN nya mana dee..jngn pilih 2 ya dee,Negatif,ikn nya dee jngn pilih dee
@mfatahilahakbar IKN itu untungnya buat negara apa boleh dong diseidiki,Negatif,ikn untung negara diseidiki
@PartaiSocmed @36Dpib12339 @mohmahfudmd Kapan si Mulyono ditangkap Kejaksaan. Kasusnya lebih banyak IKN Mandalika Bandara Kertajati Woosh Disaat Negara tdk butuh itu semua si Mul memaksakan diri utk Import itu,Negatif,mulyono tangkap jaksa ikn mandalika bandara kertajati woosh negara butuh mul paksa import
@Otto_0967 Kapan ini orang ditangkap Kejaksaan Kasusnya lebih banyak IKN Mandalika Bandara Kertajati Woosh Disaat Negara tdk butuh itu semua si Mul memaksakan diri utk Import semua itu,Negatif,orang tangkap jaksa ikn mandalika bandara kertajati woosh negara butuh mul paksa import
@JhonSitorus_18 Padahal kalo penyebabnya kebijakannya merugikan negara food estate jelas merugi kereta cepat juga sudah dibilang rugi belum lagi IKN,Negatif,bijak rugi negara food estate rugi kereta cepat bilang rugi ikn
Prabowo Disebut Akan ke IKN Tahun Ini Resmikan Proyek Apa? https://t.co/C4QJfuGdUn,Negatif,prabowo ikn resmi proyek
Prabowo Khawatir Ada Perang Besar Swasembada Pangan Lebih Penting dari IKN https://t.co/snMptP2ZxV,Negatif,prabowo khawatir perang swasembada pangan ikn
@jahterra IKN potential lostnya berapa? Siapa yang harus digantung lehernya?,Negatif,ikn potential lostnya gantung leher
@M45Broo_ Bentar lagi ikn di audit..... Kasus tom lembong juga akan menjalar ke mulyono jika kejagung memang berani termasuk mentri mentri dan anak anaknya....... Semua tergantung prabowo.... Kecuali jika prabowo cuma presiden ayam sayur doang....,Negatif,bentar ikn audit tom lembong jalar mulyono jagung berani masuk menteri menteri anak anak gantung prabowo prabowo presiden ayam sayur
@Obay_Kusut1981 Aneh hanya karna kebijakan tampa menerima mafaatvdari kebujakannya bisa di pidana Kalau begitu tolong di tangkap yang buat kebijakan nembangun IKN itu juga k,Negatif,aneh karna bijak tampa terima mafaatvdari kebujakannya pidana tangkap bijak nembangun ikn
@Christi97025699 @jondhez IKN juga merugikan negara,Negatif,ikn rugi negara
@AnggaPutraF Bukit algoritma IKN Food estate ga mau sekalian diperiksa juga..? Barangkali di proyek² tersebut ada indikasi kerugian negara juga,Negatif,bukit algoritma ikn food estate periksa barangkali proyek indikasi rugi negara
BPK temukan masalah di proyek IKN Kaltim Kementerian PU dapat 51 rekomendasi https://t.co/VWtvTdwyX5,Negatif,bpk temu proyek ikn kaltim menteri rekomendasi
@AnggaPutraF IKN food estate kereta cepat Hambalang bandara kertajati pengelolaan dana haji dll,Negatif,ikn food estate kereta cepat hambalang bandara kertajati kelola dana haji
Prabowo: Sidang Paripurna 2028 Digelar di IKN https://t.co/XP5vBIyYTE,Positif,prabowo sidang paripurna gelar ikn
Perkembangan IKN makin HOT.... https://t.co/RXwIRm0ecP,Negatif,kembang ikn hot
@cakrozi @Heraloebss Klo kebijakan bisa dikriminalkan bagaimana soal kebijakan kereta cepat food estate ikn...?,Negatif,bijak kriminal bijak kereta cepat food estate ikn
@dhi_es_03 @Ngopisegersek @PartaiSocmed Oh iya..lalu gmn tuh kebijakn sial Keret Cepat IKN food estate ratusan trilyun lho itu iya trilyunan.....,Negatif,iya gmn kebijakn sial ret cepat ikn food estate ratus trilyun lho iya trilyunan
@DokterTifa Sepertinya Indonesia ini akan jadi dua negara dengan adanya IKN. Jadi jangan terkejut waktu nanti kita akan dihadapkan pada kenyataan ini. Indonesia barat dan Indonesia Timur. Di Timur kekuasaan turunan jokowao. Ini analisa sepertinya orang li,Negatif,indonesia negara ikn kejut hadap nyata indonesia barat indonesia timur timur kuasa turun jokowao analisa orang
icara soal IKN Menko AHY: Proyek Dilanjutkan Namun Ada Penyesuaian. PDemokrat AgusYudhoyono Demokrat Bersama Rakyat https://t.co/Stk64w0w47,Positif,icara ikn menko ahy proyek sesuai pdemokrat agusyudhoyono demokrat rakyat
Bicara soal IKN Menko AHY: Proyek Dilanjutkan Namun Ada Penyesuaian. AgusYudhoyono PDemokrat Demokrat Bersama Rakyat https://t.co/PwiXUWNyNo,Positif,bicara ikn menko ahy proyek sesuai agusyudhoyono pdemokrat demokrat rakyat
Jokowi Terima Kunjungan Forum Bersama IKN di Solo Tegaskan Komitmen Kolaborasi Pembangunan IKN https://t.co/QjCHLZldlK,Positif,jokowi terima kunjung forum ikn solo komitmen kolaborasi bangun ikn
@Kartika4567 @Twt_dr_je @erasmus70 IKN proses administrasinya yg belum lengkap bedakan dengan melanggar aturan. Lagian IKN itu kebijakan dan ada UU nya.,Positif,ikn proses administrasi lengkap beda langgar atur ikn bijak nya
@liaasister Lebih milih bangun IKN daripada ngasih gaji besar buat para guru... Biaya pendidikan mahal gaji guru kecil gimana negara mau maju kayanya lebih senang klo rakyat nya bodoh jadi biar bisa di bodohi sama pejabat nya.,Negatif,milih bangun ikn ngasih gaji guru biaya didik mahal gaji guru gimana negara maju kaya senang rakyat nya bodoh biar bodoh jabat nya
@B_dzoel Tembak kepala Potong leher Gantung di IKN,Negatif,tembak kepala potong leher gantung ikn
@xquitavee @gibran_tweet segera pindah ke IKN bapakmu sdh bikin istana,Negatif,pindah ikn bikin istana
@kuantumsteve Bukan. Korupsi itu artinya memperkaya diri sendiri. Merugikan negara ya KCIC dan IKN apa untung? Bagi bagi sembako gratis apa negara untung? Ini negara bukan perusahaan swasta. Bahkan dalam dunia usaha rugi pun bukan kejahatan. Kalau mau kel,Negatif,korupsi arti kaya rugi negara kcic ikn untung sembako gratis negara untung negara usaha swasta dunia usaha rugi jahat kel
@AndreIrwanto92 @StefanAntonio__ Goblok goblok sejak kapan IKN mangkrak. Ini para pembenci doa nya IKN harus mangkrak. Sakit hati boleh tapi jangan goblok.,Positif,goblok goblok ikn mangkrak benci doa nya ikn mangkrak sakit hati goblok
Beneran nih IKN sebagai kantor gubernur kelak...! @jokowi,Negatif,beneran ikn kantor gubernur kelak
@kompascom Jangan lupa telisik IKN ada tidak mafia tanahnya?,Negatif,lupa tisik ikn mafia tanah
@ferrykoto kalo bener TL korupsi tangkap aja. IKN tuh potensi loss nya lebih besar sejuta kali lipat tapi kok gada diusut? loss nya food estate ribuan kali lebih besar tapi kok aman aj? kalo ada aliran dana ke TL harus ditangkap. tapi kalo kasusnya karena,Negatif,bener korupsi tangkap ikn potensi loss nya juta kali lipat gada usut loss nya food estate ribu kali aman alir dana tangkap
@nialubis_ Pembangunan Jalan Tol Ibu Kota Nusantara (IKN) Tengah dalam tahap penyelesaian #IKN #IbuKotaNegara #IKNNusantara https://t.co/YED1WIB7gg,Positif,bangun jalan tol kota nusantara ikn tahap selesai ikn ibukotanegara iknnusantara
@harukaakumaa halo xax aku Cleo dari IKN kl kamu apa xax?,Negatif,halo xax cleo ikn xax
Coba dong kriminalisasiin IKN juga bro kejagung,Negatif,coba kriminalisasiin ikn bro jagung
@jondhez Jokowi gagal dengan ikn nya ---&gt,Negatif,jokowi gagal ikn nya
@as_sulthoni Pinjem 1 Triliun untuk bangun IKN mas,Negatif,pinjem triliun bangun ikn mas
Kawasan Ibu Kota NUsnatara (IKN) sering digambarkan sebagai proyek inklusif menuju Indonesia Emas 2045. namun Banyak pihak menilai proyek ini kontradiktif meski visi besarnya amat menarik. https://t.co/oqCyczjhgY,Negatif,kawasan kota nusnatara ikn gambar proyek inklusif tuju indonesia emas nilai proyek kontradiktif visi tarik
@xquitavee Ya udah suruh Pak Prabowo pindah ke IKN. Sehebat apapun kota IKN toh pegawai negeri dari semua kementrian dan Istana Presiden belum ada yang pindah. Malah acara Retreatnya Pak Prabowo ke Magelang bukan ke IKN yang dibanggakan,Negatif,suruh prabowo pindah ikn hebat kota ikn pegawai negeri tri istana presiden pindah acara retreatnya prabowo magelang ikn bangga
bisa2nya semalem mimpi ke ikn. trs tinggal disana. in my dream ikn looked a bit futuristic but coexist with traditional villages bcs i found a rooster standing next to me wkwk,Negatif,nya semalem mimpi ikn tinggal dream ikn looked bit futuristic but coexist with traditional villages bcs found rooster standing next wkwk
@beawutifull Gapura ikn,Positif,gapura ikn
@nabiylarisfa ikn noh merugikan negara,Negatif,ikn noh rugi negara
@marin_lucu SALAH HARUSNYA JANGAN NGETIK INDONESIA TAPI JAKARTA BAHAYA BANGET TIBA ADA DI IKN,Negatif,salah ngetik indonesia jakarta bahaya ikn
@MardaniJgMw @JhonSitorus_18 IKN tuh kebijakan yg bikin masyarakat susah karena pemerintah mau gk mau harus menaikkan pajak soalnya butuh duit,Negatif,ikn bijak bikin masyarakat susah perintah pajak butuh duit
@mosouoroch1 Gubernur gabisa cuman jadi perpanjangan tangan kebijakan jakarta/ikn. Mereka dikasi mandat dan kekuasaan untuk mengurus daerah sesuai kebutuhan dan karakteristik nya. Kalo cuma ngandelin UHC tanpa usaha untuk meningkatkan layanan kesehatan ga,Negatif,gubernur gabisa tangan bijak jakarta ikn kasi mandat kuasa urus daerah sesuai butuh karakteristik nya ngandelin uhc usaha tingkat layan sehat
Proyek IKN Lanjut Apa Saja yang Segera Dibangun Prabowo? https://t.co/vxniVBRdur,Positif,proyek ikn bangun prabowo
Daripada bikin IKN mending bikin ginian di tiap kabupaten.,Negatif,bikin ikn mending bikin ginian kabupaten
Otorita IKN: Area Legislatif dan Yudikatif Ditargetkan Rampung 2028 https://t.co/qcjdBPk0IO,Positif,otorita ikn area legislatif yudikatif target rampung
@CAMERALIVE6849 Lah yg punya akun sekalinya yg pernah di penjara kasus penghinaan tanah lokasi IKN...,Negatif,akun penjara hina tanah lokasi ikn
@fleuretei gak sabar lihat kamu pergi ke ikn terus cinlok sama mayted,Negatif,sabar lihat pergi ikn cinlok mayted
@pecandurindu1_ @Franken_blues Dasar tolol tangkap itu zulhas Bahlil tangkap itu Mulyono Prabowo yg mreka jelas rugikan negara food estate IKN menjual pasir tangkap itu penjilat Jokowi..kau ini warga tiktok ya pantas tolol,Negatif,dasar tolol tangkap zulhas bahlil tangkap mulyono prabowo mreka rugi negara food estate ikn jual pasir tangkap jilat jokowi kau warga tiktok tolol
@AndrewsTjan @Strategi_Bisnis kepemilikan tanah IKN oleh swasta aja bisa sampe 90 tahun wkwkwk,Negatif,milik tanah ikn swasta wkwkwk
@kuantumsteve Food estate dan IKN gmn tuh?,Negatif,food estate ikn gmn
WKWKWK BENAR! APA KABAR FOOD ESTATE IKN. KERETA CEPAT.,Negatif,wkwkwk kabar food estate ikn kereta cepat
@zakiberkata semoga ikn aman,Positif,moga ikn aman
Menteri PU Dody Hanggodo Sebut Pembangunan IKN Tak Akan Masif Seperti Era Jokowi Ini Alasannya https://t.co/jLABaM5xnZ,Negatif,menteri dody hanggodo bangun ikn masif era jokowi alas
@n_hunaifah @PelatihT1dur @aniesbaswedan Asal lu tau aja gua proud nnton lewat tv upacara 17an kemarin yg di ikn liat itu bangunan keren gitu,Positif,proud nnton upacara kemarin ikn liat bangun keren
@DjolaFix @AmbrosiusJunius @Manse_Mangat @albert_morafia @abangGionih @lux_mundi @OrangUluBorneo Kalau dibangun setidaknya prioritaskan warga penduduk asli baru ke luar. Kan itu tanah leluhur mereka yang turun temurun dan diolah tp terpaksa harus digusur,Negatif,bangun prioritas warga duduk asli tanah leluhur turun turun olah paksa gusur
@AnalisaCrypto beli rumah beli kebun beli sawah beli sniper beli jeep beli helikopter. sisanya beli ikn.,Negatif,beli rumah beli kebun beli sawah beli sniper beli jeep beli helikopter sisa beli ikn
Food estate IKN jelas merugikan negara. Lantas kenapa orangnya masih dibiarkan berkelana di muka bumi ini?,Negatif,food estate ikn rugi negara lantas orang biar kelana muka bumi
@nabiylarisfa @BosPurwa Kerugian negara berdasarkan halusinasi potensi keuntungan sumpah ini negara sudah sebodoh ini kah? Berarti Mulyono bisa ditangkap juga dong karena kebijakan nya bikin IKN potensi anggaran yg seharusnya bisa dijadikan keuntungan neg,Negatif,rugi negara dasar halusinasi potensi untung sumpah negara bodoh arti mulyono tangkap bijak nya bikin ikn potensi anggar untung neg
@summerbeIIe B. Bismillah lolos IKN.,Positif,bismillah lolos ikn
@fxnetizen @KompasTV IKN jangan lupa,Positif,ikn lupa
@Christi97025699 @jondhez Setuju seharusnya melek dong jangan nyerang satu sisi aja. Ikn yang calon sampah terbesar indo juga bisa tu dijadiin kasus kalo bisa langsung ditahan aja karena udh jelas ngerugiin negara.,Negatif,tuju melek nyerang sisi ikn calon sampah indo dijadiin langsung tahan ngerugiin negara
Belian adat paser di IKN https://t.co/1kktLXbF95,Positif,belian adat paser ikn
@afrizhallubis @tempodotco Dulu IKN juga gak pake APBN katanya ternyata? Halu semuanya...,Negatif,ikn pake apbn nyata halu
@jekdora STOP IKN,Negatif,stop ikn
@pryenship Gatau berita hangat ya? IKN dipindah ke Dramaga.,Negatif,gatau berita hangat ikn pindah dramaga
Belian dulu di penajam paser utara IKN,Positif,belian najam paser utara ikn
@tempodotco Halu lagi.... Dulu IKN katanya tidak pake APBN ternyata?,Negatif,halu ikn pake apbn nyata
Setiap BUMN yg masuk di proyek IKN sudah bisa dipastikan boncos dan rugi. Apakah kerugian BUMN di IKN diktegorikan sebagai kerugian negara ?,Negatif,bumn masuk proyek ikn boncos rugi rugi bumn ikn diktegorikan rugi negara
@suryant82779518 @diabara_ @KompasTV Ini lagi satu tololnya akut bangat kerugian negara setiap pejabat begitu ukuranya jokowi dan prabowo juga merugikan negara dari IKN foot estate,Negatif,tolol akut rugi negara jabat ukuranya jokowi prabowo rugi negara ikn foot estate
Asli mulyono bikin ikn ratusan M merugikan rakyat aman aman aja Bazeeng,Negatif,asli mulyono bikin ikn ratus miliar rugi rakyat aman aman bazeeng
@suryant82779518 @diabara_ @KompasTV Kebijakan bikin IKN juga harusnya dianggap korupsi ya ganteng?,Negatif,bijak bikin ikn anggap korupsi ganteng
Kementerian PU Guyur Rp24 T untuk Infrastruktur IKN per Oktober 2024: Kementerian PU mencatat realisasi penggunaan anggaran untuk IKN mencapai Rp24 22 triliun dari total anggaran 2024 yang mencapai Rp41 95 triliun. https://t.co/KppZSyEHMc https://t.co/XjzZC4MG0Y,Positif,menteri guyur triliun infrastruktur ikn oktober menteri catat realisasi anggar ikn capai triliun total anggar capai triliun
@anjayykee ati ati lu besok .... dibawa ke ikn....,Negatif,ati ati besok bawa ikn
Klo Tom Lembong ditangkap hanya gara2 Kebijakan berarti banyak Pejabat2 yg harus ditangkap gara2 Kebijakan yg merugikan Negara/Rakyat termasuk Jokowi yg beri HGU 190th kpd investor di IKN itu merugikan negara/rakyat...,Negatif,tom lembong tangkap gara bijak arti jabat tangkap gara bijak rugi negara rakyat masuk jokowi hgu investor ikn rugi negara rakyat
@Looki6072 @mystzical @tempodotco Bagaimana dengan kereta cepat? Pembangunan IKN di kala ekonomi sulit? Dan kebijakan2 lain yg juga banyak menimbulkan kerugian?,Negatif,kereta cepat bangun ikn ekonomi sulit bijak timbul rugi
Go IKN go!,Positif,ikn
ini gw harus nabung biar bisa ke IKN dua sahabat gw praspa anjinggggg,Negatif,nabung biar ikn sahabat praspa anjing
@Gank_Of_Petojo Gawat juga jika setiap kali ada kasus Kerugian Negara dikenakan pasal Korupsi ya om... Mulai dr Hambalang Food Estate 5juta ton nikel bakal menyusul IKN oppss...,Negatif,gawat kali rugi negara kena pasal korupsi hambalang food estate juta ton nikel susul ikn oppss
@Abe_Mukti Kok IKN ? bakal mangkrak itu,Negatif,ikn mangkrak
IKN adalah singkatan : I = Indonesia K = Kejatohan N = Nahas #TomLembongTakBersalah !!! #TomLembongTakBersalah !!! https://t.co/sI529ImoaE,Negatif,ikn singkat indonesia kejatohan nahas tomlembongtakbersalah tomlembongtakbersalah
Mau bilang patungan dong! buat IKN nih aja susah banget,Negatif,bilang patungan ikn susah
@kuantumsteve Bagus tuh yg bikin IKN ditangkep aja udh bikin negara rugi brp triliun.,Negatif,bagus bikin ikn ditangkep bikin negara rugi triliun
@dayatpiliang 2thn lagi ikn spertinya bakalan ditempati. Pak prabowo uda g punya kuasa ganti fufufafa Rakyat mw demo¿?? Wes gak guna Ya Alloh.. Ampuni ke su'udzon saya,Negatif,thn ikn spertinya prabowo uda kuasa ganti fufufafa rakyat demo wes alloh ampun udzon
@detikcom @detik_properti Rusak negara kalau begini caranya. Udah ada contohnya di IKN ketika ground breaking ditukar dgn proyek masuk PSN.,Negatif,rusak negara contoh ikn ground breaking tukar proyek masuk psn
@suryant82779518 @diabara_ @KompasTV Gampang banget tolal tolol ya. Wkwkwk. Klo konsepnya merugikan negara = korupsi prabowo dah rugikan negara babat hutan kalimantan buat proyek gagal food estate. Jokowi apalagi beban kereta cepat sangat merugikan keuang,Negatif,gampang tolal tolol wkwkwk konsep rugi negara korupsi prabowo rugi negara babat hutan kalimantan proyek gagal food estate jokowi beban kereta cepat rugi uang
@juyalsf Udah beberapa har kaga jualan nih Abangnya curiga pindah ke ikn deh,Negatif,har kaga jual abang curiga pindah ikn deh
Dukung Program Swasembada Pangan Kementerian PU akan Perlambat Pembangunan IKN https://t.co/9AQCtn8a8c #TempoBisnis,Negatif,dukung program swasembada pangan menteri lambat bangun ikn tempobisnis
@ridwankamil Disneyland di Karawangnya gak jadi2 yaa ? IKN 2 bln lgi sudah kayak jakarta katanya ? Tpi kok masih blom jadi² sih !!! Ini mah NGABODOR WAE si AKANG mah....!!!,Negatif,disneyland karawangnya ikn bln jakarta tpi blom mah ngabodor wae akang mah
