"full_text","sentimen"
"@elisa_jkt @ikn_id Kata gua apa. Semua proyek mulyono gak ada harga dirinya samsek. Buat postingan gini aja captionnya gak bangett sok asik tapi jatuhnya malah ngedown grade nilai itu","Negatif"
"@TeddGus Kalo ikn nusantara bukan ibukota ya gak berhak dapet anggaran dan ada kepala otorita. Aneh banget ini undang ² ikn sama dkj.","Negatif"
"Ikn kepanjangannya ikentot","Negatif"
"Dimanakah provinsi Daerah Khusus Ibukota Jakarta yang dimaksud oleh pasal 39 UU IKN karena menurut UU DKJ pasal 5 bahwa provinsi yang disebutkan diatas tersebut sudah 100% masuk ke dalam batas-batas wilayah Daerah Khusus Jakarta sehingga menurut Undang Undang ini saat ini https://t.co/05pWEOBciF","Negatif"
"@araawfn Ah katanya usogi ga suka kak ke ikn. Takut ketemu oknum titttt *disensor demi kenyamanan warga*.","Negatif"
"@LambeResing loh jarene ngantor nang IKN ancen paten lambene","Negatif"
"IKN Pasti Mangkrak https://t.co/pkhTDDHcWl","Negatif"
"Dis! Bahkan urusan pekerja tidak jadi kurikulum di SMK atau Perguruan Tinggi. Seolah output pendidikan kita: seorang layak jadi roda gigi industri. Tapi apa negara mau ngurusin hal ini? Enggak. Mending ngurus pembenaran IKN dan makan siang gratis. Buruh bodoh idaman negara.","Negatif"
"Woii Mulyono udah sadar lu klo kekuasaan lu cuma sementara? Skrg udah mau lengser lu ngomong Rakyat yg mau IKN. Rakyat Indonesia juga udah paham itu awal mula IKN atas ambisi nya siapah! #adilijokowi https://t.co/DrJmolk9SF","Negatif"
"@Putri_Aalona @DPR_RI Kalo IKN itu apa..kok gak mirip garuda","Negatif"
"@TeddGus Ibukota pindah TAPI BERTAHAP?.tanya yg bikin undang undang KEBLINGER atau habis MINUM KHAMR? Yakin IKN jadi? Insya Allah Tuhan itu maha SEGALANYA.","Negatif"
"@tempodotco Dipermudah dengan bangun IKN luasan nya setengah jakarta maksimal 3/4 jakarta fokus pada fungsi sebagai ibukota saja.. Dengan anggaran maksimal 150 triliun","Positif"
"Ape nih??? Singgasana IKN cabang jepang?","Negatif"
"@tham878 Datang ke IKn juga sponsor Indonesia pake lagi duit rakyat Emang mereka g mikirin itu tanah disana itu jelek","Negatif"
"Bagus Sugiarta Harapkan Pemuda Kaltim Siap Bersaing di Era IKN - https://t.co/IMIjhchY07 https://t.co/8N9KlRK9u4","Positif"
"Bosan dengan berita stategi marketing IKN seperti ini. Mereka berpikir membangun ibu kota negara sama dengan membangun sebuah kompleks perumahan.","Negatif"
"Otorita IKN Klaim Progres Pembangunan Kompleks Istana Presiden Sudah 95 Persen https://t.co/oUR5fdxYH0","Positif"
"@KompasTV Arti dari korupsinitu apa ...? Klo ngerugiin negara doang wah banyak yg lain impor beras food estate kereta cepat ikn minyak dll. Wah kejagung salah sasaran nih.","Negatif"
"[News] Forum Bersama IKN (Forsa IKN) telah mengundang para blogger dan jurnalis independen untuk menyaksikan langsung perkembangan IKN. Ada yang diundang ?","Negatif"
"@alisyarief Pindah dong lu ke IKN...buat rumah disono ..","Negatif"
"Kasus baru ?? IKN ya pak DPRRI.???","Negatif"
"Pesanan. Kl mau proses hukum jgn pilih. Kl mau kerja serius ada dana haji ada food estate ada pembangunan infrastruktur yg bnyk itu tp ngak manfaat IKN dll msh bnyk lg kl serius berantas korupsi.","Negatif"
"@Metro_TV Ohhhh mo bahas IKN peninggalan Mulyono","Negatif"
"@alisyarief Forum bersama IKN. Wek wek wek...","Negatif"
"@PNS_Ababil Apakabar bangun IKN di tempat jin buang anak terus ga jd pindah lg.. itu rugi ratusan T harusnya di gantung sih","Negatif"
"@JhonSitorus_18 Yang bangun IKN rugiin negara ratusan trilyun harusnya digantung dong","Negatif"
"@Tan_Mar3M Klo IKN negara untung apa rugi?","Negatif"
"@AnKiiim_ Termasuk kalau IKN gagal mulyono juga harus ditahan sih!","Negatif"
"@BosPurwa Dahlah usut aja itu IKN. Udah pasti ngerugiin masyarakat. Seret semua pejabat.","Negatif"
"@yowrneeds @Cilorconnoistre IKN yang terlupakan! Kasus nikel 300T denda 5rebu penjara 2th. Kasus gerombolan cina ngerampok emas Kalimantan dihukum ringan kasus tambang keluarga Cemara dll.","Negatif"
"@AndreIrwanto92 @StefanAntonio__ Klu belum ke ikn ga perlu bacot. Ikn masih berlanjut tidak mangkrak","Positif"
"@Heraloebss IKN nya mana dee..jngn pilih 2 ya dee","Negatif"
"@mfatahilahakbar IKN itu untungnya buat negara apa boleh dong diseidiki","Negatif"
"@PartaiSocmed @36Dpib12339 @mohmahfudmd Kapan si Mulyono ditangkap Kejaksaan. Kasusnya lebih banyak IKN Mandalika Bandara Kertajati Woosh Disaat Negara tdk butuh itu semua si Mul memaksakan diri utk Import itu","Negatif"
"@Otto_0967 Kapan ini orang ditangkap Kejaksaan Kasusnya lebih banyak IKN Mandalika Bandara Kertajati Woosh Disaat Negara tdk butuh itu semua si Mul memaksakan diri utk Import semua itu","Negatif"
"@JhonSitorus_18 Padahal kalo penyebabnya kebijakannya merugikan negara food estate jelas merugi kereta cepat juga sudah dibilang rugi belum lagi IKN","Negatif"
"Prabowo Disebut Akan ke IKN Tahun Ini Resmikan Proyek Apa? https://t.co/C4QJfuGdUn","Negatif"
"Prabowo Khawatir Ada Perang Besar Swasembada Pangan Lebih Penting dari IKN https://t.co/snMptP2ZxV","Negatif"
"@jahterra IKN potential lostnya berapa? Siapa yang harus digantung lehernya?","Negatif"
"@M45Broo_ Bentar lagi ikn di audit..... Kasus tom lembong juga akan menjalar ke mulyono jika kejagung memang berani termasuk mentri mentri dan anak anaknya....... Semua tergantung prabowo.... Kecuali jika prabowo cuma presiden ayam sayur doang....","Negatif"
"@Obay_Kusut1981 Aneh hanya karna kebijakan tampa menerima mafaatvdari kebujakannya bisa di pidana Kalau begitu tolong di tangkap yang buat kebijakan nembangun IKN itu juga k","Negatif"
"@Christi97025699 @jondhez IKN juga merugikan negara","Negatif"
"@AnggaPutraF Bukit algoritma IKN Food estate ga mau sekalian diperiksa juga..? Barangkali di proyek² tersebut ada indikasi kerugian negara juga","Negatif"
"BPK temukan masalah di proyek IKN Kaltim Kementerian PU dapat 51 rekomendasi https://t.co/VWtvTdwyX5","Negatif"
"@AnggaPutraF IKN food estate kereta cepat Hambalang bandara kertajati pengelolaan dana haji dll","Negatif"
"Prabowo: Sidang Paripurna 2028 Digelar di IKN https://t.co/XP5vBIyYTE","Positif"
"Perkembangan IKN makin HOT.... https://t.co/RXwIRm0ecP","Negatif"
"@cakrozi @Heraloebss Klo kebijakan bisa dikriminalkan bagaimana soal kebijakan kereta cepat food estate ikn...?","Negatif"
"@dhi_es_03 @Ngopisegersek @PartaiSocmed Oh iya..lalu gmn tuh kebijakn sial Keret Cepat IKN food estate ratusan trilyun lho itu iya trilyunan.....","Negatif"
"@DokterTifa Sepertinya Indonesia ini akan jadi dua negara dengan adanya IKN. Jadi jangan terkejut waktu nanti kita akan dihadapkan pada kenyataan ini. Indonesia barat dan Indonesia Timur. Di Timur kekuasaan turunan jokowao. Ini analisa sepertinya orang li","Negatif"
"icara soal IKN Menko AHY: Proyek Dilanjutkan Namun Ada Penyesuaian. PDemokrat AgusYudhoyono Demokrat Bersama Rakyat https://t.co/Stk64w0w47","Positif"
"Bicara soal IKN Menko AHY: Proyek Dilanjutkan Namun Ada Penyesuaian. AgusYudhoyono PDemokrat Demokrat Bersama Rakyat https://t.co/PwiXUWNyNo","Positif"
"Jokowi Terima Kunjungan Forum Bersama IKN di Solo Tegaskan Komitmen Kolaborasi Pembangunan IKN https://t.co/QjCHLZldlK","Positif"
"@Kartika4567 @Twt_dr_je @erasmus70 IKN proses administrasinya yg belum lengkap bedakan dengan melanggar aturan. Lagian IKN itu kebijakan dan ada UU nya.","Positif"
"@liaasister Lebih milih bangun IKN daripada ngasih gaji besar buat para guru... Biaya pendidikan mahal gaji guru kecil gimana negara mau maju kayanya lebih senang klo rakyat nya bodoh jadi biar bisa di bodohi sama pejabat nya.","Negatif"
"@B_dzoel Tembak kepala Potong leher Gantung di IKN","Negatif"
"@xquitavee @gibran_tweet segera pindah ke IKN bapakmu sdh bikin istana","Negatif"
"@kuantumsteve Bukan. Korupsi itu artinya memperkaya diri sendiri. Merugikan negara ya KCIC dan IKN apa untung? Bagi bagi sembako gratis apa negara untung? Ini negara bukan perusahaan swasta. Bahkan dalam dunia usaha rugi pun bukan kejahatan. Kalau mau kel","Negatif"
"@AndreIrwanto92 @StefanAntonio__ Goblok goblok sejak kapan IKN mangkrak. Ini para pembenci doa nya IKN harus mangkrak. Sakit hati boleh tapi jangan goblok.","Positif"
"ikn xixixi",""
"Beneran nih IKN sebagai kantor gubernur kelak...! @jokowi","Negatif"
"@kompascom Jangan lupa telisik IKN ada tidak mafia tanahnya?","Negatif"
"@ferrykoto kalo bener TL korupsi tangkap aja. IKN tuh potensi loss nya lebih besar sejuta kali lipat tapi kok gada diusut? loss nya food estate ribuan kali lebih besar tapi kok aman aj? kalo ada aliran dana ke TL harus ditangkap. tapi kalo kasusnya karena","Negatif"
"@nialubis_ Pembangunan Jalan Tol Ibu Kota Nusantara (IKN) Tengah dalam tahap penyelesaian #IKN #IbuKotaNegara #IKNNusantara https://t.co/YED1WIB7gg","Positif"
"@harukaakumaa halo xax aku Cleo dari IKN kl kamu apa xax?","Negatif"
"Coba dong kriminalisasiin IKN juga bro kejagung","Negatif"
"@jondhez Jokowi gagal dengan ikn nya ---&gt","Negatif"
"@as_sulthoni Pinjem 1 Triliun untuk bangun IKN mas","Negatif"
"Kawasan Ibu Kota NUsnatara (IKN) sering digambarkan sebagai proyek inklusif menuju Indonesia Emas 2045. namun Banyak pihak menilai proyek ini kontradiktif meski visi besarnya amat menarik. https://t.co/oqCyczjhgY","Negatif"
"@xquitavee Ya udah suruh Pak Prabowo pindah ke IKN. Sehebat apapun kota IKN toh pegawai negeri dari semua kementrian dan Istana Presiden belum ada yang pindah. Malah acara Retreatnya Pak Prabowo ke Magelang bukan ke IKN yang dibanggakan","Negatif"
"bisa2nya semalem mimpi ke ikn. trs tinggal disana. in my dream ikn looked a bit futuristic but coexist with traditional villages bcs i found a rooster standing next to me wkwk","Negatif"
"@beawutifull Gapura ikn","Positif"
"@nabiylarisfa ikn noh merugikan negara","Negatif"
"@marin_lucu SALAH HARUSNYA JANGAN NGETIK INDONESIA TAPI JAKARTA BAHAYA BANGET TIBA ADA DI IKN","Negatif"
"@MardaniJgMw @JhonSitorus_18 IKN tuh kebijakan yg bikin masyarakat susah karena pemerintah mau gk mau harus menaikkan pajak soalnya butuh duit","Negatif"
"@mosouoroch1 Gubernur gabisa cuman jadi perpanjangan tangan kebijakan jakarta/ikn. Mereka dikasi mandat dan kekuasaan untuk mengurus daerah sesuai kebutuhan dan karakteristik nya. Kalo cuma ngandelin UHC tanpa usaha untuk meningkatkan layanan kesehatan ga","Negatif"
"Proyek IKN Lanjut Apa Saja yang Segera Dibangun Prabowo? https://t.co/vxniVBRdur","Positif"
"Daripada bikin IKN mending bikin ginian di tiap kabupaten.","Negatif"
"Otorita IKN: Area Legislatif dan Yudikatif Ditargetkan Rampung 2028 https://t.co/qcjdBPk0IO","Positif"
"@CAMERALIVE6849 Lah yg punya akun sekalinya yg pernah di penjara kasus penghinaan tanah lokasi IKN...","Negatif"
"@fleuretei gak sabar lihat kamu pergi ke ikn terus cinlok sama mayted","Negatif"
"@pecandurindu1_ @Franken_blues Dasar tolol tangkap itu zulhas Bahlil tangkap itu Mulyono Prabowo yg mreka jelas rugikan negara food estate IKN menjual pasir tangkap itu penjilat Jokowi..kau ini warga tiktok ya pantas tolol","Negatif"
"@AndrewsTjan @Strategi_Bisnis kepemilikan tanah IKN oleh swasta aja bisa sampe 90 tahun wkwkwk","Negatif"
"@kuantumsteve Food estate dan IKN gmn tuh?","Negatif"
"WKWKWK BENAR! APA KABAR FOOD ESTATE IKN. KERETA CEPAT.","Negatif"
"@zakiberkata semoga ikn aman","Positif"
"Menteri PU Dody Hanggodo Sebut Pembangunan IKN Tak Akan Masif Seperti Era Jokowi Ini Alasannya https://t.co/jLABaM5xnZ","Negatif"
"@n_hunaifah @PelatihT1dur @aniesbaswedan Asal lu tau aja gua proud nnton lewat tv upacara 17an kemarin yg di ikn liat itu bangunan keren gitu","Positif"
"@DjolaFix @AmbrosiusJunius @Manse_Mangat @albert_morafia @abangGionih @lux_mundi @OrangUluBorneo Kalau dibangun setidaknya prioritaskan warga penduduk asli baru ke luar. Kan itu tanah leluhur mereka yang turun temurun dan diolah tp terpaksa harus digusur","Negatif"
"@AnalisaCrypto beli rumah beli kebun beli sawah beli sniper beli jeep beli helikopter. sisanya beli ikn.","Negatif"
"Food estate IKN jelas merugikan negara. Lantas kenapa orangnya masih dibiarkan berkelana di muka bumi ini?","Negatif"
"@nabiylarisfa @BosPurwa Kerugian negara berdasarkan halusinasi potensi keuntungan sumpah ini negara sudah sebodoh ini kah? Berarti Mulyono bisa ditangkap juga dong karena kebijakan nya bikin IKN potensi anggaran yg seharusnya bisa dijadikan keuntungan neg","Negatif"
"@summerbeIIe B. Bismillah lolos IKN.","Positif"
"@fxnetizen @KompasTV IKN jangan lupa","Positif"
"@Christi97025699 @jondhez Setuju seharusnya melek dong jangan nyerang satu sisi aja. Ikn yang calon sampah terbesar indo juga bisa tu dijadiin kasus kalo bisa langsung ditahan aja karena udh jelas ngerugiin negara.","Negatif"
"Belian adat paser di IKN https://t.co/1kktLXbF95","Positif"
"@afrizhallubis @tempodotco Dulu IKN juga gak pake APBN katanya ternyata? Halu semuanya...","Negatif"
"@jekdora STOP IKN","Negatif"
"@pryenship Gatau berita hangat ya? IKN dipindah ke Dramaga.","Negatif"
"Belian dulu di penajam paser utara IKN","Positif"
"@tempodotco Halu lagi.... Dulu IKN katanya tidak pake APBN ternyata?","Negatif"
"Setiap BUMN yg masuk di proyek IKN sudah bisa dipastikan boncos dan rugi. Apakah kerugian BUMN di IKN diktegorikan sebagai kerugian negara ?","Negatif"
"@suryant82779518 @diabara_ @KompasTV Ini lagi satu tololnya akut bangat kerugian negara setiap pejabat begitu ukuranya jokowi dan prabowo juga merugikan negara dari IKN foot estate","Negatif"
"Asli mulyono bikin ikn ratusan M merugikan rakyat aman aman aja Bazeeng","Negatif"
"@suryant82779518 @diabara_ @KompasTV Kebijakan bikin IKN juga harusnya dianggap korupsi ya ganteng?","Negatif"
"Kementerian PU Guyur Rp24 T untuk Infrastruktur IKN per Oktober 2024: Kementerian PU mencatat realisasi penggunaan anggaran untuk IKN mencapai Rp24 22 triliun dari total anggaran 2024 yang mencapai Rp41 95 triliun. https://t.co/KppZSyEHMc https://t.co/XjzZC4MG0Y","Positif"
"@anjayykee ati ati lu besok .... dibawa ke ikn....","Negatif"
"Klo Tom Lembong ditangkap hanya gara2 Kebijakan berarti banyak Pejabat2 yg harus ditangkap gara2 Kebijakan yg merugikan Negara/Rakyat termasuk Jokowi yg beri HGU 190th kpd investor di IKN itu merugikan negara/rakyat...","Negatif"
"@Looki6072 @mystzical @tempodotco Bagaimana dengan kereta cepat? Pembangunan IKN di kala ekonomi sulit? Dan kebijakan2 lain yg juga banyak menimbulkan kerugian?","Negatif"
"Go IKN go!","Positif"
"ini gw harus nabung biar bisa ke IKN dua sahabat gw praspa anjinggggg","Negatif"
"@Gank_Of_Petojo Gawat juga jika setiap kali ada kasus Kerugian Negara dikenakan pasal Korupsi ya om... Mulai dr Hambalang Food Estate 5juta ton nikel bakal menyusul IKN oppss...","Negatif"
"@Abe_Mukti Kok IKN ? bakal mangkrak itu","Negatif"
"IKN adalah singkatan : I = Indonesia K = Kejatohan N = Nahas #TomLembongTakBersalah !!! #TomLembongTakBersalah !!! https://t.co/sI529ImoaE","Negatif"
"Mau bilang patungan dong! buat IKN nih aja susah banget","Negatif"
"@kuantumsteve Bagus tuh yg bikin IKN ditangkep aja udh bikin negara rugi brp triliun.","Negatif"
"@dayatpiliang 2thn lagi ikn spertinya bakalan ditempati. Pak prabowo uda g punya kuasa ganti fufufafa Rakyat mw demo¿?? Wes gak guna Ya Alloh.. Ampuni ke su'udzon saya","Negatif"
"@detikcom @detik_properti Rusak negara kalau begini caranya. Udah ada contohnya di IKN ketika ground breaking ditukar dgn proyek masuk PSN.","Negatif"
"@suryant82779518 @diabara_ @KompasTV Gampang banget tolal tolol ya. Wkwkwk. Klo konsepnya merugikan negara = korupsi prabowo dah rugikan negara babat hutan kalimantan buat proyek gagal food estate. Jokowi apalagi beban kereta cepat sangat merugikan keuang","Negatif"
"@juyalsf Udah beberapa har kaga jualan nih Abangnya curiga pindah ke ikn deh","Negatif"
"Dukung Program Swasembada Pangan Kementerian PU akan Perlambat Pembangunan IKN https://t.co/9AQCtn8a8c #TempoBisnis","Negatif"
"@ridwankamil Disneyland di Karawangnya gak jadi2 yaa ? IKN 2 bln lgi sudah kayak jakarta katanya ? Tpi kok masih blom jadi² sih !!! Ini mah NGABODOR WAE si AKANG mah....!!!","Negatif"
"@ToniSugiri @Dennysiregar7 Klo diteken berarti harus memasukkan IKN dlm prioritas dan gelontorkan duit sedangkan anggaran cekak dan janji2 kampanye dia bisa kbawa seret klo ga diteken bisa buying time lah paling jg Mulyono yg manyun","Negatif"
"@jondhez Apa kabar IKN? Aa labar kereta cepat??","Negatif"
"@DjolaFix isyu IKN sdh selesai di rupiahkan oleh si dia yang namanya dah males untuk diketik Sekarang jamannya pengalihan isyu dengan hal2 baru tapi lama. Yang penting HEBOH YAH BU @are_inismyname YAH (((Kampanyeeeee terusss)))","Negatif"
"Tindak Lanjut Pemerintahan Prabowo Pada Hasil Pemeriksaan BPK di Proyek IKN https://t.co/kLVTBFMCWo https://t.co/zRChYlZMyu","Positif"
"#Bisnis Duh! Menteri PU Sebut Pembangunan IKN Nggak bakal Segaspol Dulu Ada Apa? https://t.co/yu3QMZNKHI","Negatif"
"@hanmula Masih mending cuma tom yg masuk coba kalo abah yg menang bisa jadi ikn berubah fungsi jadi penjara","Negatif"
"@KompasTV Bikin IKN itu kebijakan yg salah. Brrti Kejaksaan wajib Tersangkakan pak Jkw","Negatif"
"Lah si @jokowi jelas-jelas merugikan negara dengan bikin IKN ngga sesuai rencana awal kok ngga ditangkep? Tangkep juga lah","Negatif"
"@AyamSegar3 @are_inismyname @Ndons_Back @99propaganda @BANGSAygSUJUD @Kimberley_PS08 @IrawanRommi @florieliciouss @DarekaRendy @DedynurPalakka @adri_7i @temanduit Ah kalo itu sih dia jawab diplomatis khas Jikowisme Yam. Biar aparat hukum bekerja Getoooo..","Negatif"
"Kata Pejabat PU Soal Alasan Prabowo Ogah Kebut Pembangunan IKN https://t.co/wPQsnSqZld","Negatif"
"Kejagung Tetapkan Tom Lembong Tersangka Impor Gula Beberapa Kali Beda Pendapat dengan Bahlil Soal Hilirisasi dan IKN https://t.co/cub2jMpmDz #TempoBisnis","Negatif"
"@detikcom @detik_properti Lah dia kan yag kongkow di IKN bareng pengembang2 menteri yang disusupkan ke kabinet tidak ada makan siang gratis","Negatif"
"IKN Nusantara Era Baru Kemajuan Bangsa Indonesia https://t.co/wcRIRO0lFi","Positif"
"@WagimanDeep212_ Itu jakarta apa IKN ?","Positif"
"@blisonny Investasi IKN udah ada yg masuk njing? Kkwkkwkw..buzeer dongo","Negatif"
"BPK Temukan Masalah di Proyek IKN Kementerian PU Dapat 51 Rekomendasi @my https://t.co/K0pU2IKN3h","Negatif"
"Kondisi IKN Terkini Vibes spt di luar negeri Mana bajer lobet sm anak abah yg koar2 mangkrak ?? Plgi skrg pa basuki fokus jd kepala Badan otorita IKN 🇮🇩 https://t.co/AkmL0gplrv","Negatif"
"@Intel_Imut IKN bakalan jadi Kota mati berapa kerugian negara?","Negatif"
"Presiden Prabowo berkomitmen untuk membangunan IKN yg tidak sekadar memindahkan pusat pemerintahan tetapi juga merancang masa depan Indonesia dengan menjadikan IKN sebagai kota modern ramah lingkungan dan nyaman huni. ___ Agus Wulan Guritno Bahlil Pertamax #jakartabo Nasi https://t.co/orTzOsGYNO","Positif"
"@BosPurwa Di IKN belum ada SD SMP SMA mau bagi² buku dan susu dimana? Kapabilitas Wapres ini sebatas itu..","Negatif"
"@BosPurwa Fix IKN Mangkrak dan Jokodok Bajitol Lepas tangan Ga Mau Tanggung jawab&amp","Negatif"
"Holy shit rajjah IKN is here","Negatif"
"@RajaJuliAntoni Jualnya ikn gmna bro? Laku?","Negatif"
"@Opposite6888 Siapa bilang 1 VS 15?? Memang Anies itu Siapa??Pramono itu Siapa? kalau KIM mau bisa saja Semuanya diambil tanpa tersisa Ibu Kota Ind nantinya bukan Dki Jakarta ttp IKN. artinya siapa yg menjadi Gubernur disana yg akan menjadi Calon Presiden","Negatif"
"@OposisiCerdas IKN gmn?","Negatif"
"IKN menjadi simbol transformasi besar bangsa menuju masa depan yang lebih berkelanjutan. Di bawah kepemimpinan Presiden Prabowo pemerintah berkomitmen menjadikan IKN sebagai kota modern ramah lingkungan dan nyaman huni. ___ Agus Wulan Guritno Bahlil Pertamax #jakartabo Nasi https://t.co/Cd00PuPWEm","Positif"
"IKN tak sekadar memindahkan pusat pemerintahan tetapi juga merancang masa depan Indonesia dengan mengintegrasikan teknologi canggih dan budaya lokal.","Positif"
"IKN adalah visi besar bangsa ini. Kita dukung pemerintahan.. Lanjutkan Pak🇮🇩 Di bawah kepemimpinan Presiden Prabowo pemerintah berkomitmen menjadikan IKN sebagai kota modern ramah lingkungan dan nyaman huni. _ Agus Wulan Guritno Bahlil Pertamax #jakartabo Nasi https://t.co/Q2USqk78ex","Positif"
"@SumitroYoel Uang punya banyak dia. Banyak yang ngasih upeti ke dia karena dah dilancarkan urusannya. Liat aja 9 naga kemarin disuruh kumpul ke IKN aja mau trus ditagih bangun ini itu pasti nyetor upeti gede juga. Tambah pilkada kemarin banyak yang menang","Negatif"
"ooh tentu saja akan kuminta dia untuk memimpin pembangunan IKN","Positif"
"Jadinya kapan pindah? @ikn_id @prabowo 🇮🇩 kalau nggak pindah2 #mangkrak pak @kemendagri 🇮🇩","Negatif"
"@kompascom Banyak laporan Tlp dari CaKeDa menagih janji kpn di pindah ke IKN","Negatif"
"@BosPurwa @gibran_tweet lapor boss berkantor di IKN aja..","Positif"
"@PenjagalParpol_ @JaeKodok Apa kabar #IKN? #PolisiAdalahMaut #PolisiAdalahMaut","Negatif"
"@pakmul63 cuma balas jasa ngasih tanah di ikn","Negatif"
"@MillaakhS45940 @democrazymedia saya setuju pemikiran anda...IKN adalah kota yg dibangun oleh mulyono utk mereka china2 bakalan pindah semua ke Kalimatan spt gerakan zionisme...","Negatif"
"@adrieutama @footballinanews Ya kan yg mau bangun maunya stadion di IKN bang. Bukan di daerah lain","Negatif"
"@niwseir ini makanya banyak crazy rich di Kalimantan ga suka ama IKN. Yang gini2 bakal kena radar pemerintah kalau pemerintahan ud di Kalimantan. Dan mereka bakal bersaing dengan orang2 baru dan yang lebih pintar.","Negatif"
"@detikcom Jangankan turun jadi 10rb jadi 5rb juga bodo amat siapa yg mau protes.. dongengan pilpres.. segala bikin 3 juta rumah..import sapi..impor gula..impor susu..IKN..pajak naikin 20% lah PPN PPH PBB BPHTB PKB Bea Cukai jgn tanggung2.. gawsah sungkan.","Negatif"
"@widamilan @footballinanews @TimnasIndonesia @erickthohir @AryaSinulingga @PSSI Udah ada bandara bro di ikn mungkin tetep tanding di gbk","Positif"
"@PaltiWest2024 Katanya mau ke IKN... ngapain jga ngurusin Jakarta..","Negatif"
"@kekecilann sini main ke ikn","Positif"
"@BosPurwa Kraken Ikn Oslok ngalahin Gurita Hambalang","Negatif"
"@PaltiWest2024 Lagaknya mulyono....ngobrol ma rk mo didapuk buat Jkt 1 sgala dibawa ke ikn. Ga taunya Boncos.","Negatif"
"@saiajapokonya Wah baru tau ni ikn","Positif"
"@widamilan @footballinanews @TimnasIndonesia @erickthohir @AryaSinulingga @PSSI Apakah di IKN ga ada niatan bikin stadion skalian sama kantor Pssi kek atau kantor fifa sekalian","Negatif"
"@cnbcindonesia Dampaknya justru nambah biaya contoh jalan tol bandara kalau IKN emang dibuat utk tempat pariwisata...","Negatif"
"Kasus yang membuat nama Azis Syamsuddin dicokok KPK. Ternyata akar 2024 ini selain IKN juga dari Sambo (2022) dan artikel di sini (2021). Logis-logis sekarang.","Negatif"
"Kyknya baru ini setelah prabowo dilantik gua liat berita IKN lagi","Positif"
"@MardaniAliSera Itulah kenapa mulyono ingin cepet2 pindah dari jakarta ke IKN Jakarta adalah cerminan negara yg multi etnis dan orang2nya rasionalis susah untuk dikendalikan... makanya setiap ada masalah nasional yg memicu gejolak.. pasti ada aja acara mu","Negatif"
"Sapa Mau ikn keli Masak kicap belado sodap ni https://t.co/w6is5F2QVu",""
"Awokawokawok.... Pak @jokowi @gibran_tweet ndak ke IKN lagi? Sidah capek ya?","Negatif"
"@BosPurwa Kambing Hitam nya udah di kirim ke IKN pak Mul biar jd sasaran empuk skln bls dendam ke PeDeIPe.","Negatif"
"@ekowboy2 Biar mereka berdua tinggal di IKN saja","Negatif"
"@detikcom Pinjaman dari China pas2an untuk anak2 sekolah... Karena China sudah lama tau KORUPSI2 sudah jadi budaya di Indonesia... Devisa habis.. Di pake Jokowi di IKN. Sekarang mungkin mangkrak.","Negatif"
"@melo_dyyxs Kapan tugas di IKN kak?","Positif"
"Kunjungan Prabowo ke UAE Juga Bahas Soal Investasi di IKN | Liputan 6 https://t.co/ijcedAGIx7 lewat @YouTube","Positif"
"@iblis_istana @Dennysiregar7 Jujur.. sekarang.. jakarta itu.. pendapat saya gak ada guna .. IKN yang perlu....","Positif"
"@footballinanews Seharusnya dicoba Timmas waktu main Home disini (IKN) dan penonton yg membeli tiket dapat gratis transportasi pp juga shg sekalian promosi IKN tsb 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨","Positif"
"Lagi Investor Rusia Tertarik Masuk IKN https://t.co/RHztCKIN55 lewat @YouTube","Positif"
"@pandji Minimal goodie bag nya pake foto gedung IKN lah jii ya gak","Negatif"
"Hari ini sharing Aurubindo city sama Bapak. Biar doi penasaran dan ada yg ditonton di youtube gak cuma nonton update IKN","Negatif"
"@alisyarief kalau presiden gemoy @prabowo @Gerindra berani melawan mentor jg gurunya sndr eks presiden incapable @jokowi tinggal dibatalin saja status PSN yg diterima oleh PIK jg BSD. shg ke dua developer tsb cabut investasinya di IKN yg merupahkan tukar","Negatif"
"@BosPurwa IKN mangkrak..jokowi antemi","Negatif"
"@BosPurwa Pindahin aja ASN kesana. Oprec. Temen2 gue bnyak yg mau ke ikn noh biar idup kotanya. Babat aja sarpras bobrok juga ntar juga terpenuhi sendiri. Udh keluar UU juga nanggung banget kerja","Positif"
"@adrieutama @footballinanews Kan mau bangun stadion juga di ikn","Positif"
"@tham878 Tolong anda jadi penghuni pertama IKN","Positif"
"@BosPurwa IKN proyek pencitraan yg gagal sekarang malah lebih merendahkan diri nya cawe2 pilkada gak ada sebelumnya mantan presiden yg kelakuannya seperti di mulyono","Negatif"
"Tunggu hingga betulan distop. PSN PIK itu bukan sekedar proyek sesuai selera tapi ada perjanjian tukar guling jasa Aguan di IKN.","Negatif"
"@JhonSitorus_18 Akibat terlalu memaksakan diri sm spt MULYONO maksa utk IKN akhirnya ya spt ini galau dgn sndri nya. Mau dibatalin takut kemakan omongan sndri OMON - OMON itulah akibat ambisi utk menang","Negatif"
"@BosPurwa @Lembayung071 bilangin @gibran_tweet Ikn sering2 tengok takut mangkrak","Negatif"
"@CNNIndonesia ya udh pasti ribut kan aguan ada deal2an dgn Mulyono mengenai IKN","Negatif"
